,Type,Maker,Model,Years,Sales,Debut
0,HEV,Acura,ILX,1999,0,2012
1,HEV,Acura,ILX,2000,0,2012
2,HEV,Acura,ILX,2001,0,2012
3,HEV,Acura,ILX,2002,0,2012
4,HEV,Acura,ILX,2003,0,2012
5,HEV,Acura,ILX,2004,0,2012
6,HEV,Acura,ILX,2005,0,2012
7,HEV,Acura,ILX,2006,0,2012
8,HEV,Acura,ILX,2007,0,2012
9,HEV,Acura,ILX,2008,0,2012
10,HEV,Acura,ILX,2009,0,2012
11,HEV,Acura,ILX,2010,0,2012
12,HEV,Acura,ILX,2011,0,2012
13,HEV,Acura,ILX,2012,972,2012
14,HEV,Acura,ILX,2013,1461,2012
15,HEV,Acura,ILX,2014,379,2012
16,HEV,Acura,ILX,2015,22,2012
17,HEV,Acura,ILX,2016,1,2012
18,HEV,Acura,ILX,2017,0,2012
19,HEV,Acura,MDX,1999,0,2017
20,HEV,Acura,MDX,2000,0,2017
21,HEV,Acura,MDX,2001,0,2017
22,HEV,Acura,MDX,2002,0,2017
23,HEV,Acura,MDX,2003,0,2017
24,HEV,Acura,MDX,2004,0,2017
25,HEV,Acura,MDX,2005,0,2017
26,HEV,Acura,MDX,2006,0,2017
27,HEV,Acura,MDX,2007,0,2017
28,HEV,Acura,MDX,2008,0,2017
29,HEV,Acura,MDX,2009,0,2017
30,HEV,Acura,MDX,2010,0,2017
31,HEV,Acura,MDX,2011,0,2017
32,HEV,Acura,MDX,2012,0,2017
33,HEV,Acura,MDX,2013,0,2017
34,HEV,Acura,MDX,2014,0,2017
35,HEV,Acura,MDX,2015,0,2017
36,HEV,Acura,MDX,2016,0,2017
37,HEV,Acura,MDX,2017,1807,2017
38,HEV,Acura,NSX,1999,0,2017
39,HEV,Acura,NSX,2000,0,2017
40,HEV,Acura,NSX,2001,0,2017
41,HEV,Acura,NSX,2002,0,2017
42,HEV,Acura,NSX,2003,0,2017
43,HEV,Acura,NSX,2004,0,2017
44,HEV,Acura,NSX,2005,0,2017
45,HEV,Acura,NSX,2006,0,2017
46,HEV,Acura,NSX,2007,0,2017
47,HEV,Acura,NSX,2008,0,2017
48,HEV,Acura,NSX,2009,0,2017
49,HEV,Acura,NSX,2010,0,2017
50,HEV,Acura,NSX,2011,0,2017
51,HEV,Acura,NSX,2012,0,2017
52,HEV,Acura,NSX,2013,0,2017
53,HEV,Acura,NSX,2014,0,2017
54,HEV,Acura,NSX,2015,0,2017
55,HEV,Acura,NSX,2016,267,2017
56,HEV,Acura,NSX,2017,581,2017
57,HEV,Acura,RLX,1999,0,2014
58,HEV,Acura,RLX,2000,0,2014
59,HEV,Acura,RLX,2001,0,2014
60,HEV,Acura,RLX,2002,0,2014
61,HEV,Acura,RLX,2003,0,2014
62,HEV,Acura,RLX,2004,0,2014
63,HEV,Acura,RLX,2005,0,2014
64,HEV,Acura,RLX,2006,0,2014
65,HEV,Acura,RLX,2007,0,2014
66,HEV,Acura,RLX,2008,0,2014
67,HEV,Acura,RLX,2009,0,2014
68,HEV,Acura,RLX,2010,0,2014
69,HEV,Acura,RLX,2011,0,2014
70,HEV,Acura,RLX,2012,0,2014
71,HEV,Acura,RLX,2013,0,2014
72,HEV,Acura,RLX,2014,133,2014
73,HEV,Acura,RLX,2015,250,2014
74,HEV,Acura,RLX,2016,199,2014
75,HEV,Acura,RLX,2017,292,2014
76,HEV,Audi,Q5 Hybrid,1999,0,2012
77,HEV,Audi,Q5 Hybrid,2000,0,2012
78,HEV,Audi,Q5 Hybrid,2001,0,2012
79,HEV,Audi,Q5 Hybrid,2002,0,2012
80,HEV,Audi,Q5 Hybrid,2003,0,2012
81,HEV,Audi,Q5 Hybrid,2004,0,2012
82,HEV,Audi,Q5 Hybrid,2005,0,2012
83,HEV,Audi,Q5 Hybrid,2006,0,2012
84,HEV,Audi,Q5 Hybrid,2007,0,2012
85,HEV,Audi,Q5 Hybrid,2008,0,2012
86,HEV,Audi,Q5 Hybrid,2009,0,2012
87,HEV,Audi,Q5 Hybrid,2010,0,2012
88,HEV,Audi,Q5 Hybrid,2011,0,2012
89,HEV,Audi,Q5 Hybrid,2012,270,2012
90,HEV,Audi,Q5 Hybrid,2013,854,2012
91,HEV,Audi,Q5 Hybrid,2014,283,2012
92,HEV,Audi,Q5 Hybrid,2015,97,2012
93,HEV,Audi,Q5 Hybrid,2016,18,2012
94,HEV,Audi,Q5 Hybrid,2017,0,2012
95,HEV,BMW,ActiveHybrid 3 (335ih),1999,0,2012
96,HEV,BMW,ActiveHybrid 3 (335ih),2000,0,2012
97,HEV,BMW,ActiveHybrid 3 (335ih),2001,0,2012
98,HEV,BMW,ActiveHybrid 3 (335ih),2002,0,2012
99,HEV,BMW,ActiveHybrid 3 (335ih),2003,0,2012
100,HEV,BMW,ActiveHybrid 3 (335ih),2004,0,2012
101,HEV,BMW,ActiveHybrid 3 (335ih),2005,0,2012
102,HEV,BMW,ActiveHybrid 3 (335ih),2006,0,2012
103,HEV,BMW,ActiveHybrid 3 (335ih),2007,0,2012
104,HEV,BMW,ActiveHybrid 3 (335ih),2008,0,2012
105,HEV,BMW,ActiveHybrid 3 (335ih),2009,0,2012
106,HEV,BMW,ActiveHybrid 3 (335ih),2010,0,2012
107,HEV,BMW,ActiveHybrid 3 (335ih),2011,0,2012
108,HEV,BMW,ActiveHybrid 3 (335ih),2012,402,2012
109,HEV,BMW,ActiveHybrid 3 (335ih),2013,905,2012
110,HEV,BMW,ActiveHybrid 3 (335ih),2014,151,2012
111,HEV,BMW,ActiveHybrid 3 (335ih),2015,30,2012
112,HEV,BMW,ActiveHybrid 3 (335ih),2016,0,2012
113,HEV,BMW,ActiveHybrid 3 (335ih),2017,0,2012
114,HEV,BMW,ActiveHybrid 5 (535ih),1999,0,2012
115,HEV,BMW,ActiveHybrid 5 (535ih),2000,0,2012
116,HEV,BMW,ActiveHybrid 5 (535ih),2001,0,2012
117,HEV,BMW,ActiveHybrid 5 (535ih),2002,0,2012
118,HEV,BMW,ActiveHybrid 5 (535ih),2003,0,2012
119,HEV,BMW,ActiveHybrid 5 (535ih),2004,0,2012
120,HEV,BMW,ActiveHybrid 5 (535ih),2005,0,2012
121,HEV,BMW,ActiveHybrid 5 (535ih),2006,0,2012
122,HEV,BMW,ActiveHybrid 5 (535ih),2007,0,2012
123,HEV,BMW,ActiveHybrid 5 (535ih),2008,0,2012
124,HEV,BMW,ActiveHybrid 5 (535ih),2009,0,2012
125,HEV,BMW,ActiveHybrid 5 (535ih),2010,0,2012
126,HEV,BMW,ActiveHybrid 5 (535ih),2011,0,2012
127,HEV,BMW,ActiveHybrid 5 (535ih),2012,403,2012
128,HEV,BMW,ActiveHybrid 5 (535ih),2013,520,2012
129,HEV,BMW,ActiveHybrid 5 (535ih),2014,112,2012
130,HEV,BMW,ActiveHybrid 5 (535ih),2015,25,2012
131,HEV,BMW,ActiveHybrid 5 (535ih),2016,18,2012
132,HEV,BMW,ActiveHybrid 5 (535ih),2017,0,2012
133,HEV,BMW,ActiveHybrid 7,1999,0,2010
134,HEV,BMW,ActiveHybrid 7,2000,0,2010
135,HEV,BMW,ActiveHybrid 7,2001,0,2010
136,HEV,BMW,ActiveHybrid 7,2002,0,2010
137,HEV,BMW,ActiveHybrid 7,2003,0,2010
138,HEV,BMW,ActiveHybrid 7,2004,0,2010
139,HEV,BMW,ActiveHybrid 7,2005,0,2010
140,HEV,BMW,ActiveHybrid 7,2006,0,2010
141,HEV,BMW,ActiveHybrid 7,2007,0,2010
142,HEV,BMW,ActiveHybrid 7,2008,0,2010
143,HEV,BMW,ActiveHybrid 7,2009,0,2010
144,HEV,BMW,ActiveHybrid 7,2010,102,2010
145,HEV,BMW,ActiveHybrid 7,2011,338,2010
146,HEV,BMW,ActiveHybrid 7,2012,230,2010
147,HEV,BMW,ActiveHybrid 7,2013,31,2010
148,HEV,BMW,ActiveHybrid 7,2014,45,2010
149,HEV,BMW,ActiveHybrid 7,2015,12,2010
150,HEV,BMW,ActiveHybrid 7,2016,46,2010
151,HEV,BMW,ActiveHybrid 7,2017,0,2010
152,HEV,BMW,X6,1999,0,2010
153,HEV,BMW,X6,2000,0,2010
154,HEV,BMW,X6,2001,0,2010
155,HEV,BMW,X6,2002,0,2010
156,HEV,BMW,X6,2003,0,2010
157,HEV,BMW,X6,2004,0,2010
158,HEV,BMW,X6,2005,0,2010
159,HEV,BMW,X6,2006,0,2010
160,HEV,BMW,X6,2007,0,2010
161,HEV,BMW,X6,2008,0,2010
162,HEV,BMW,X6,2009,0,2010
163,HEV,BMW,X6,2010,205,2010
164,HEV,BMW,X6,2011,43,2010
165,HEV,BMW,X6,2012,3,2010
166,HEV,BMW,X6,2013,0,2010
167,HEV,BMW,X6,2014,0,2010
168,HEV,BMW,X6,2015,0,2010
169,HEV,BMW,X6,2016,0,2010
170,HEV,BMW,X6,2017,0,2010
171,HEV,Buick,LaCrosse,1999,0,2011
172,HEV,Buick,LaCrosse,2000,0,2011
173,HEV,Buick,LaCrosse,2001,0,2011
174,HEV,Buick,LaCrosse,2002,0,2011
175,HEV,Buick,LaCrosse,2003,0,2011
176,HEV,Buick,LaCrosse,2004,0,2011
177,HEV,Buick,LaCrosse,2005,0,2011
178,HEV,Buick,LaCrosse,2006,0,2011
179,HEV,Buick,LaCrosse,2007,0,2011
180,HEV,Buick,LaCrosse,2008,0,2011
181,HEV,Buick,LaCrosse,2009,0,2011
182,HEV,Buick,LaCrosse,2010,0,2011
183,HEV,Buick,LaCrosse,2011,1801,2011
184,HEV,Buick,LaCrosse,2012,12010,2011
185,HEV,Buick,LaCrosse,2013,7133,2011
186,HEV,Buick,LaCrosse,2014,7353,2011
187,HEV,Buick,LaCrosse,2015,4042,2011
188,HEV,Buick,LaCrosse,2016,765,2011
189,HEV,Buick,LaCrosse,2017,506,2011
190,HEV,Buick,Regal,1999,0,2011
191,HEV,Buick,Regal,2000,0,2011
192,HEV,Buick,Regal,2001,0,2011
193,HEV,Buick,Regal,2002,0,2011
194,HEV,Buick,Regal,2003,0,2011
195,HEV,Buick,Regal,2004,0,2011
196,HEV,Buick,Regal,2005,0,2011
197,HEV,Buick,Regal,2006,0,2011
198,HEV,Buick,Regal,2007,0,2011
199,HEV,Buick,Regal,2008,0,2011
200,HEV,Buick,Regal,2009,0,2011
201,HEV,Buick,Regal,2010,0,2011
202,HEV,Buick,Regal,2011,123,2011
203,HEV,Buick,Regal,2012,2564,2011
204,HEV,Buick,Regal,2013,2893,2011
205,HEV,Buick,Regal,2014,662,2011
206,HEV,Buick,Regal,2015,186,2011
207,HEV,Buick,Regal,2016,45,2011
208,HEV,Buick,Regal,2017,6,2011
209,HEV,Cadillac,Escalade,1999,0,2008
210,HEV,Cadillac,Escalade,2000,0,2008
211,HEV,Cadillac,Escalade,2001,0,2008
212,HEV,Cadillac,Escalade,2002,0,2008
213,HEV,Cadillac,Escalade,2003,0,2008
214,HEV,Cadillac,Escalade,2004,0,2008
215,HEV,Cadillac,Escalade,2005,0,2008
216,HEV,Cadillac,Escalade,2006,0,2008
217,HEV,Cadillac,Escalade,2007,0,2008
218,HEV,Cadillac,Escalade,2008,801,2008
219,HEV,Cadillac,Escalade,2009,1958,2008
220,HEV,Cadillac,Escalade,2010,1210,2008
221,HEV,Cadillac,Escalade,2011,819,2008
222,HEV,Cadillac,Escalade,2012,708,2008
223,HEV,Cadillac,Escalade,2013,372,2008
224,HEV,Cadillac,Escalade,2014,41,2008
225,HEV,Cadillac,Escalade,2015,7,2008
226,HEV,Cadillac,Escalade,2016,0,2008
227,HEV,Cadillac,Escalade,2017,0,2008
228,HEV,Chevrolet,Impala Hybrid,1999,0,2013
229,HEV,Chevrolet,Impala Hybrid,2000,0,2013
230,HEV,Chevrolet,Impala Hybrid,2001,0,2013
231,HEV,Chevrolet,Impala Hybrid,2002,0,2013
232,HEV,Chevrolet,Impala Hybrid,2003,0,2013
233,HEV,Chevrolet,Impala Hybrid,2004,0,2013
234,HEV,Chevrolet,Impala Hybrid,2005,0,2013
235,HEV,Chevrolet,Impala Hybrid,2006,0,2013
236,HEV,Chevrolet,Impala Hybrid,2007,0,2013
237,HEV,Chevrolet,Impala Hybrid,2008,0,2013
238,HEV,Chevrolet,Impala Hybrid,2009,0,2013
239,HEV,Chevrolet,Impala Hybrid,2010,0,2013
240,HEV,Chevrolet,Impala Hybrid,2011,0,2013
241,HEV,Chevrolet,Impala Hybrid,2012,0,2013
242,HEV,Chevrolet,Impala Hybrid,2013,51,2013
243,HEV,Chevrolet,Impala Hybrid,2014,565,2013
244,HEV,Chevrolet,Impala Hybrid,2015,272,2013
245,HEV,Chevrolet,Impala Hybrid,2016,35,2013
246,HEV,Chevrolet,Impala Hybrid,2017,1,2013
247,HEV,Chevrolet,Malibu Hybrid,1999,0,2008
248,HEV,Chevrolet,Malibu Hybrid,2000,0,2008
249,HEV,Chevrolet,Malibu Hybrid,2001,0,2008
250,HEV,Chevrolet,Malibu Hybrid,2002,0,2008
251,HEV,Chevrolet,Malibu Hybrid,2003,0,2008
252,HEV,Chevrolet,Malibu Hybrid,2004,0,2008
253,HEV,Chevrolet,Malibu Hybrid,2005,0,2008
254,HEV,Chevrolet,Malibu Hybrid,2006,0,2008
255,HEV,Chevrolet,Malibu Hybrid,2007,0,2008
256,HEV,Chevrolet,Malibu Hybrid,2008,2093,2008
257,HEV,Chevrolet,Malibu Hybrid,2009,4162,2008
258,HEV,Chevrolet,Malibu Hybrid,2010,405,2008
259,HEV,Chevrolet,Malibu Hybrid,2011,19,2008
260,HEV,Chevrolet,Malibu Hybrid,2012,16664,2008
261,HEV,Chevrolet,Malibu Hybrid,2013,13779,2008
262,HEV,Chevrolet,Malibu Hybrid,2014,1018,2008
263,HEV,Chevrolet,Malibu Hybrid,2015,59,2008
264,HEV,Chevrolet,Malibu Hybrid,2016,4335,2008
265,HEV,Chevrolet,Malibu Hybrid,2017,4452,2008
266,HEV,Chevrolet,Sierra/Silverado,1999,0,2009
267,HEV,Chevrolet,Sierra/Silverado,2000,0,2009
268,HEV,Chevrolet,Sierra/Silverado,2001,0,2009
269,HEV,Chevrolet,Sierra/Silverado,2002,0,2009
270,HEV,Chevrolet,Sierra/Silverado,2003,0,2009
271,HEV,Chevrolet,Sierra/Silverado,2004,0,2009
272,HEV,Chevrolet,Sierra/Silverado,2005,0,2009
273,HEV,Chevrolet,Sierra/Silverado,2006,0,2009
274,HEV,Chevrolet,Sierra/Silverado,2007,0,2009
275,HEV,Chevrolet,Sierra/Silverado,2008,0,2009
276,HEV,Chevrolet,Sierra/Silverado,2009,1598,2009
277,HEV,Chevrolet,Sierra/Silverado,2010,1960,2009
278,HEV,Chevrolet,Sierra/Silverado,2011,1001,2009
279,HEV,Chevrolet,Sierra/Silverado,2012,469,2009
280,HEV,Chevrolet,Sierra/Silverado,2013,104,2009
281,HEV,Chevrolet,Sierra/Silverado,2014,24,2009
282,HEV,Chevrolet,Sierra/Silverado,2015,2,2009
283,HEV,Chevrolet,Sierra/Silverado,2016,0,2009
284,HEV,Chevrolet,Sierra/Silverado,2017,0,2009
285,HEV,Chevrolet,Tahoe,1999,0,2008
286,HEV,Chevrolet,Tahoe,2000,0,2008
287,HEV,Chevrolet,Tahoe,2001,0,2008
288,HEV,Chevrolet,Tahoe,2002,0,2008
289,HEV,Chevrolet,Tahoe,2003,0,2008
290,HEV,Chevrolet,Tahoe,2004,0,2008
291,HEV,Chevrolet,Tahoe,2005,0,2008
292,HEV,Chevrolet,Tahoe,2006,0,2008
293,HEV,Chevrolet,Tahoe,2007,0,2008
294,HEV,Chevrolet,Tahoe,2008,3745,2008
295,HEV,Chevrolet,Tahoe,2009,3300,2008
296,HEV,Chevrolet,Tahoe,2010,1426,2008
297,HEV,Chevrolet,Tahoe,2011,519,2008
298,HEV,Chevrolet,Tahoe,2012,533,2008
299,HEV,Chevrolet,Tahoe,2013,376,2008
300,HEV,Chevrolet,Tahoe,2014,65,2008
301,HEV,Chevrolet,Tahoe,2015,8,2008
302,HEV,Chevrolet,Tahoe,2016,0,2008
303,HEV,Chevrolet,Tahoe,2017,0,2008
304,HEV,Chrysler,Aspen,1999,0,2008
305,HEV,Chrysler,Aspen,2000,0,2008
306,HEV,Chrysler,Aspen,2001,0,2008
307,HEV,Chrysler,Aspen,2002,0,2008
308,HEV,Chrysler,Aspen,2003,0,2008
309,HEV,Chrysler,Aspen,2004,0,2008
310,HEV,Chrysler,Aspen,2005,0,2008
311,HEV,Chrysler,Aspen,2006,0,2008
312,HEV,Chrysler,Aspen,2007,0,2008
313,HEV,Chrysler,Aspen,2008,46,2008
314,HEV,Chrysler,Aspen,2009,33,2008
315,HEV,Chrysler,Aspen,2010,0,2008
316,HEV,Chrysler,Aspen,2011,0,2008
317,HEV,Chrysler,Aspen,2012,0,2008
318,HEV,Chrysler,Aspen,2013,0,2008
319,HEV,Chrysler,Aspen,2014,0,2008
320,HEV,Chrysler,Aspen,2015,0,2008
321,HEV,Chrysler,Aspen,2016,0,2008
322,HEV,Chrysler,Aspen,2017,0,2008
323,HEV,Dodge,Durango,1999,0,2009
324,HEV,Dodge,Durango,2000,0,2009
325,HEV,Dodge,Durango,2001,0,2009
326,HEV,Dodge,Durango,2002,0,2009
327,HEV,Dodge,Durango,2003,0,2009
328,HEV,Dodge,Durango,2004,0,2009
329,HEV,Dodge,Durango,2005,0,2009
330,HEV,Dodge,Durango,2006,0,2009
331,HEV,Dodge,Durango,2007,0,2009
332,HEV,Dodge,Durango,2008,0,2009
333,HEV,Dodge,Durango,2009,9,2009
334,HEV,Dodge,Durango,2010,0,2009
335,HEV,Dodge,Durango,2011,0,2009
336,HEV,Dodge,Durango,2012,0,2009
337,HEV,Dodge,Durango,2013,0,2009
338,HEV,Dodge,Durango,2014,0,2009
339,HEV,Dodge,Durango,2015,0,2009
340,HEV,Dodge,Durango,2016,0,2009
341,HEV,Dodge,Durango,2017,0,2009
342,HEV,Ford,C-Max Hybrid,1999,0,2012
343,HEV,Ford,C-Max Hybrid,2000,0,2012
344,HEV,Ford,C-Max Hybrid,2001,0,2012
345,HEV,Ford,C-Max Hybrid,2002,0,2012
346,HEV,Ford,C-Max Hybrid,2003,0,2012
347,HEV,Ford,C-Max Hybrid,2004,0,2012
348,HEV,Ford,C-Max Hybrid,2005,0,2012
349,HEV,Ford,C-Max Hybrid,2006,0,2012
350,HEV,Ford,C-Max Hybrid,2007,0,2012
351,HEV,Ford,C-Max Hybrid,2008,0,2012
352,HEV,Ford,C-Max Hybrid,2009,0,2012
353,HEV,Ford,C-Max Hybrid,2010,0,2012
354,HEV,Ford,C-Max Hybrid,2011,0,2012
355,HEV,Ford,C-Max Hybrid,2012,10935,2012
356,HEV,Ford,C-Max Hybrid,2013,28056,2012
357,HEV,Ford,C-Max Hybrid,2014,19162,2012
358,HEV,Ford,C-Max Hybrid,2015,14177,2012
359,HEV,Ford,C-Max Hybrid,2016,11877,2012
360,HEV,Ford,C-Max Hybrid,2017,10221,2012
361,HEV,Ford,Escape,1999,0,2004
362,HEV,Ford,Escape,2000,0,2004
363,HEV,Ford,Escape,2001,0,2004
364,HEV,Ford,Escape,2002,0,2004
365,HEV,Ford,Escape,2003,0,2004
366,HEV,Ford,Escape,2004,2993,2004
367,HEV,Ford,Escape,2005,18797,2004
368,HEV,Ford,Escape,2006,20149,2004
369,HEV,Ford,Escape,2007,21386,2004
370,HEV,Ford,Escape,2008,17173,2004
371,HEV,Ford,Escape,2009,14787,2004
372,HEV,Ford,Escape,2010,11182,2004
373,HEV,Ford,Escape,2011,10089,2004
374,HEV,Ford,Escape,2012,1440,2004
375,HEV,Ford,Escape,2013,0,2004
376,HEV,Ford,Escape,2014,0,2004
377,HEV,Ford,Escape,2015,0,2004
378,HEV,Ford,Escape,2016,0,2004
379,HEV,Ford,Escape,2017,0,2004
380,HEV,Ford,Fusion,1999,0,2009
381,HEV,Ford,Fusion,2000,0,2009
382,HEV,Ford,Fusion,2001,0,2009
383,HEV,Ford,Fusion,2002,0,2009
384,HEV,Ford,Fusion,2003,0,2009
385,HEV,Ford,Fusion,2004,0,2009
386,HEV,Ford,Fusion,2005,0,2009
387,HEV,Ford,Fusion,2006,0,2009
388,HEV,Ford,Fusion,2007,0,2009
389,HEV,Ford,Fusion,2008,0,2009
390,HEV,Ford,Fusion,2009,15554,2009
391,HEV,Ford,Fusion,2010,20816,2009
392,HEV,Ford,Fusion,2011,11286,2009
393,HEV,Ford,Fusion,2012,14100,2009
394,HEV,Ford,Fusion,2013,37270,2009
395,HEV,Ford,Fusion,2014,35425,2009
396,HEV,Ford,Fusion,2015,24681,2009
397,HEV,Ford,Fusion,2016,33648,2009
398,HEV,Ford,Fusion,2017,57474,2009
399,HEV,GMC,Sierra,1999,0,2010
400,HEV,GMC,Sierra,2000,0,2010
401,HEV,GMC,Sierra,2001,0,2010
402,HEV,GMC,Sierra,2002,0,2010
403,HEV,GMC,Sierra,2003,0,2010
404,HEV,GMC,Sierra,2004,0,2010
405,HEV,GMC,Sierra,2005,0,2010
406,HEV,GMC,Sierra,2006,0,2010
407,HEV,GMC,Sierra,2007,0,2010
408,HEV,GMC,Sierra,2008,0,2010
409,HEV,GMC,Sierra,2009,0,2010
410,HEV,GMC,Sierra,2010,433,2010
411,HEV,GMC,Sierra,2011,164,2010
412,HEV,GMC,Sierra,2012,471,2010
413,HEV,GMC,Sierra,2013,65,2010
414,HEV,GMC,Sierra,2014,6,2010
415,HEV,GMC,Sierra,2015,1,2010
416,HEV,GMC,Sierra,2016,0,2010
417,HEV,GMC,Sierra,2017,6680,2010
418,HEV,GMC,Yukon Hybrid,1999,0,2008
419,HEV,GMC,Yukon Hybrid,2000,0,2008
420,HEV,GMC,Yukon Hybrid,2001,0,2008
421,HEV,GMC,Yukon Hybrid,2002,0,2008
422,HEV,GMC,Yukon Hybrid,2003,0,2008
423,HEV,GMC,Yukon Hybrid,2004,0,2008
424,HEV,GMC,Yukon Hybrid,2005,0,2008
425,HEV,GMC,Yukon Hybrid,2006,0,2008
426,HEV,GMC,Yukon Hybrid,2007,0,2008
427,HEV,GMC,Yukon Hybrid,2008,1610,2008
428,HEV,GMC,Yukon Hybrid,2009,1933,2008
429,HEV,GMC,Yukon Hybrid,2010,1221,2008
430,HEV,GMC,Yukon Hybrid,2011,598,2008
431,HEV,GMC,Yukon Hybrid,2012,560,2008
432,HEV,GMC,Yukon Hybrid,2013,288,2008
433,HEV,GMC,Yukon Hybrid,2014,31,2008
434,HEV,GMC,Yukon Hybrid,2015,10,2008
435,HEV,GMC,Yukon Hybrid,2016,0,2008
