,Type,Maker,Model,Years,Sales,Debut
1726,PEV,Kia,Optima Plug-in,2015,0,2017
1727,PEV,Kia,Optima Plug-in,2016,0,2017
1728,PEV,Kia,Optima Plug-in,2017,1542,2017
1729,PEV,Kia,Soul EV,1999,0,2014
1730,PEV,Kia,Soul EV,2000,0,2014
1731,PEV,Kia,Soul EV,2001,0,2014
1732,PEV,Kia,Soul EV,2002,0,2014
1733,PEV,Kia,Soul EV,2003,0,2014
1734,PEV,Kia,Soul EV,2004,0,2014
1735,PEV,Kia,Soul EV,2005,0,2014
1736,PEV,Kia,Soul EV,2006,0,2014
1737,PEV,Kia,Soul EV,2007,0,2014
1738,PEV,Kia,Soul EV,2008,0,2014
1739,PEV,Kia,Soul EV,2009,0,2014
1740,PEV,Kia,Soul EV,2010,0,2014
1741,PEV,Kia,Soul EV,2011,0,2014
1742,PEV,Kia,Soul EV,2012,0,2014
1743,PEV,Kia,Soul EV,2013,0,2014
1744,PEV,Kia,Soul EV,2014,250,2014
1745,PEV,Kia,Soul EV,2015,1015,2014
1746,PEV,Kia,Soul EV,2016,1728,2014
1747,PEV,Kia,Soul EV,2017,2157,2014
1748,PEV,Mercedes,B-Class Electric,1999,0,2014
1749,PEV,Mercedes,B-Class Electric,2000,0,2014
1750,PEV,Mercedes,B-Class Electric,2001,0,2014
1751,PEV,Mercedes,B-Class Electric,2002,0,2014
1752,PEV,Mercedes,B-Class Electric,2003,0,2014
1753,PEV,Mercedes,B-Class Electric,2004,0,2014
1754,PEV,Mercedes,B-Class Electric,2005,0,2014
1755,PEV,Mercedes,B-Class Electric,2006,0,2014
1756,PEV,Mercedes,B-Class Electric,2007,0,2014
1757,PEV,Mercedes,B-Class Electric,2008,0,2014
1758,PEV,Mercedes,B-Class Electric,2009,0,2014
1759,PEV,Mercedes,B-Class Electric,2010,0,2014
1760,PEV,Mercedes,B-Class Electric,2011,0,2014
1761,PEV,Mercedes,B-Class Electric,2012,0,2014
1762,PEV,Mercedes,B-Class Electric,2013,0,2014
1763,PEV,Mercedes,B-Class Electric,2014,774,2014
1764,PEV,Mercedes,B-Class Electric,2015,1906,2014
1765,PEV,Mercedes,B-Class Electric,2016,632,2014
1766,PEV,Mercedes,B-Class Electric,2017,744,2014
1767,PEV,Mercedes,C350We Plug-in Hybrid,1999,0,2016
1768,PEV,Mercedes,C350We Plug-in Hybrid,2000,0,2016
1769,PEV,Mercedes,C350We Plug-in Hybrid,2001,0,2016
1770,PEV,Mercedes,C350We Plug-in Hybrid,2002,0,2016
1771,PEV,Mercedes,C350We Plug-in Hybrid,2003,0,2016
1772,PEV,Mercedes,C350We Plug-in Hybrid,2004,0,2016
1773,PEV,Mercedes,C350We Plug-in Hybrid,2005,0,2016
1774,PEV,Mercedes,C350We Plug-in Hybrid,2006,0,2016
1775,PEV,Mercedes,C350We Plug-in Hybrid,2007,0,2016
1776,PEV,Mercedes,C350We Plug-in Hybrid,2008,0,2016
1777,PEV,Mercedes,C350We Plug-in Hybrid,2009,0,2016
1778,PEV,Mercedes,C350We Plug-in Hybrid,2010,0,2016
1779,PEV,Mercedes,C350We Plug-in Hybrid,2011,0,2016
1780,PEV,Mercedes,C350We Plug-in Hybrid,2012,0,2016
1781,PEV,Mercedes,C350We Plug-in Hybrid,2013,0,2016
1782,PEV,Mercedes,C350We Plug-in Hybrid,2014,0,2016
1783,PEV,Mercedes,C350We Plug-in Hybrid,2015,0,2016
1784,PEV,Mercedes,C350We Plug-in Hybrid,2016,171,2016
1785,PEV,Mercedes,C350We Plug-in Hybrid,2017,810,2016
1786,PEV,Mercedes,GLE 550e Hybrid,1999,0,2016
1787,PEV,Mercedes,GLE 550e Hybrid,2000,0,2016
1788,PEV,Mercedes,GLE 550e Hybrid,2001,0,2016
1789,PEV,Mercedes,GLE 550e Hybrid,2002,0,2016
1790,PEV,Mercedes,GLE 550e Hybrid,2003,0,2016
1791,PEV,Mercedes,GLE 550e Hybrid,2004,0,2016
1792,PEV,Mercedes,GLE 550e Hybrid,2005,0,2016
1793,PEV,Mercedes,GLE 550e Hybrid,2006,0,2016
1794,PEV,Mercedes,GLE 550e Hybrid,2007,0,2016
1795,PEV,Mercedes,GLE 550e Hybrid,2008,0,2016
1796,PEV,Mercedes,GLE 550e Hybrid,2009,0,2016
1797,PEV,Mercedes,GLE 550e Hybrid,2010,0,2016
1798,PEV,Mercedes,GLE 550e Hybrid,2011,0,2016
1799,PEV,Mercedes,GLE 550e Hybrid,2012,0,2016
1800,PEV,Mercedes,GLE 550e Hybrid,2013,0,2016
1801,PEV,Mercedes,GLE 550e Hybrid,2014,0,2016
1802,PEV,Mercedes,GLE 550e Hybrid,2015,0,2016
1803,PEV,Mercedes,GLE 550e Hybrid,2016,212,2016
1804,PEV,Mercedes,GLE 550e Hybrid,2017,430,2016
1805,PEV,Mercedes,S550 Plug In,1999,0,2015
1806,PEV,Mercedes,S550 Plug In,2000,0,2015
1807,PEV,Mercedes,S550 Plug In,2001,0,2015
1808,PEV,Mercedes,S550 Plug In,2002,0,2015
1809,PEV,Mercedes,S550 Plug In,2003,0,2015
1810,PEV,Mercedes,S550 Plug In,2004,0,2015
1811,PEV,Mercedes,S550 Plug In,2005,0,2015
1812,PEV,Mercedes,S550 Plug In,2006,0,2015
1813,PEV,Mercedes,S550 Plug In,2007,0,2015
1814,PEV,Mercedes,S550 Plug In,2008,0,2015
1815,PEV,Mercedes,S550 Plug In,2009,0,2015
1816,PEV,Mercedes,S550 Plug In,2010,0,2015
1817,PEV,Mercedes,S550 Plug In,2011,0,2015
1818,PEV,Mercedes,S550 Plug In,2012,0,2015
1819,PEV,Mercedes,S550 Plug In,2013,0,2015
1820,PEV,Mercedes,S550 Plug In,2014,0,2015
1821,PEV,Mercedes,S550 Plug In,2015,118,2015
1822,PEV,Mercedes,S550 Plug In,2016,550,2015
1823,PEV,Mercedes,S550 Plug In,2017,583,2015
1824,PEV,Mini,Cooper Countryman Plug In,1999,0,2017
1825,PEV,Mini,Cooper Countryman Plug In,2000,0,2017
1826,PEV,Mini,Cooper Countryman Plug In,2001,0,2017
1827,PEV,Mini,Cooper Countryman Plug In,2002,0,2017
1828,PEV,Mini,Cooper Countryman Plug In,2003,0,2017
1829,PEV,Mini,Cooper Countryman Plug In,2004,0,2017
1830,PEV,Mini,Cooper Countryman Plug In,2005,0,2017
1831,PEV,Mini,Cooper Countryman Plug In,2006,0,2017
1832,PEV,Mini,Cooper Countryman Plug In,2007,0,2017
1833,PEV,Mini,Cooper Countryman Plug In,2008,0,2017
1834,PEV,Mini,Cooper Countryman Plug In,2009,0,2017
1835,PEV,Mini,Cooper Countryman Plug In,2010,0,2017
1836,PEV,Mini,Cooper Countryman Plug In,2011,0,2017
1837,PEV,Mini,Cooper Countryman Plug In,2012,0,2017
1838,PEV,Mini,Cooper Countryman Plug In,2013,0,2017
1839,PEV,Mini,Cooper Countryman Plug In,2014,0,2017
1840,PEV,Mini,Cooper Countryman Plug In,2015,0,2017
1841,PEV,Mini,Cooper Countryman Plug In,2016,0,2017
1842,PEV,Mini,Cooper Countryman Plug In,2017,475,2017
1843,PEV,Mitsubishi,i-MiEV,1999,0,2011
1844,PEV,Mitsubishi,i-MiEV,2000,0,2011
1845,PEV,Mitsubishi,i-MiEV,2001,0,2011
1846,PEV,Mitsubishi,i-MiEV,2002,0,2011
1847,PEV,Mitsubishi,i-MiEV,2003,0,2011
1848,PEV,Mitsubishi,i-MiEV,2004,0,2011
1849,PEV,Mitsubishi,i-MiEV,2005,0,2011
1850,PEV,Mitsubishi,i-MiEV,2006,0,2011
1851,PEV,Mitsubishi,i-MiEV,2007,0,2011
1852,PEV,Mitsubishi,i-MiEV,2008,0,2011
1853,PEV,Mitsubishi,i-MiEV,2009,0,2011
1854,PEV,Mitsubishi,i-MiEV,2010,0,2011
1855,PEV,Mitsubishi,i-MiEV,2011,76,2011
1856,PEV,Mitsubishi,i-MiEV,2012,588,2011
1857,PEV,Mitsubishi,i-MiEV,2013,1029,2011
1858,PEV,Mitsubishi,i-MiEV,2014,196,2011
1859,PEV,Mitsubishi,i-MiEV,2015,115,2011
1860,PEV,Mitsubishi,i-MiEV,2016,94,2011
1861,PEV,Mitsubishi,i-MiEV,2017,6,2011
1862,PEV,Nissan,LEAF,1999,0,2011
1863,PEV,Nissan,LEAF,2000,0,2011
1864,PEV,Nissan,LEAF,2001,0,2011
1865,PEV,Nissan,LEAF,2002,0,2011
1866,PEV,Nissan,LEAF,2003,0,2011
1867,PEV,Nissan,LEAF,2004,0,2011
1868,PEV,Nissan,LEAF,2005,0,2011
1869,PEV,Nissan,LEAF,2006,0,2011
1870,PEV,Nissan,LEAF,2007,0,2011
1871,PEV,Nissan,LEAF,2008,0,2011
1872,PEV,Nissan,LEAF,2009,0,2011
1873,PEV,Nissan,LEAF,2010,0,2011
1874,PEV,Nissan,LEAF,2011,9674,2011
1875,PEV,Nissan,LEAF,2012,9819,2011
1876,PEV,Nissan,LEAF,2013,22610,2011
1877,PEV,Nissan,LEAF,2014,30200,2011
1878,PEV,Nissan,LEAF,2015,17269,2011
1879,PEV,Nissan,LEAF,2016,14006,2011
1880,PEV,Nissan,LEAF,2017,11230,2011
1881,PEV,Porsche,Cayenne S E-Hybrid,1999,0,2014
1882,PEV,Porsche,Cayenne S E-Hybrid,2000,0,2014
1883,PEV,Porsche,Cayenne S E-Hybrid,2001,0,2014
1884,PEV,Porsche,Cayenne S E-Hybrid,2002,0,2014
1885,PEV,Porsche,Cayenne S E-Hybrid,2003,0,2014
1886,PEV,Porsche,Cayenne S E-Hybrid,2004,0,2014
1887,PEV,Porsche,Cayenne S E-Hybrid,2005,0,2014
1888,PEV,Porsche,Cayenne S E-Hybrid,2006,0,2014
1889,PEV,Porsche,Cayenne S E-Hybrid,2007,0,2014
1890,PEV,Porsche,Cayenne S E-Hybrid,2008,0,2014
1891,PEV,Porsche,Cayenne S E-Hybrid,2009,0,2014
1892,PEV,Porsche,Cayenne S E-Hybrid,2010,0,2014
1893,PEV,Porsche,Cayenne S E-Hybrid,2011,0,2014
1894,PEV,Porsche,Cayenne S E-Hybrid,2012,0,2014
1895,PEV,Porsche,Cayenne S E-Hybrid,2013,0,2014
1896,PEV,Porsche,Cayenne S E-Hybrid,2014,112,2014
1897,PEV,Porsche,Cayenne S E-Hybrid,2015,1163,2014
1898,PEV,Porsche,Cayenne S E-Hybrid,2016,2111,2014
1899,PEV,Porsche,Cayenne S E-Hybrid,2017,1574,2014
1900,PEV,Porsche,Panamera S E-Hybrid,1999,0,2013
1901,PEV,Porsche,Panamera S E-Hybrid,2000,0,2013
1902,PEV,Porsche,Panamera S E-Hybrid,2001,0,2013
1903,PEV,Porsche,Panamera S E-Hybrid,2002,0,2013
1904,PEV,Porsche,Panamera S E-Hybrid,2003,0,2013
1905,PEV,Porsche,Panamera S E-Hybrid,2004,0,2013
1906,PEV,Porsche,Panamera S E-Hybrid,2005,0,2013
1907,PEV,Porsche,Panamera S E-Hybrid,2006,0,2013
1908,PEV,Porsche,Panamera S E-Hybrid,2007,0,2013
1909,PEV,Porsche,Panamera S E-Hybrid,2008,0,2013
1910,PEV,Porsche,Panamera S E-Hybrid,2009,0,2013
1911,PEV,Porsche,Panamera S E-Hybrid,2010,0,2013
1912,PEV,Porsche,Panamera S E-Hybrid,2011,0,2013
1913,PEV,Porsche,Panamera S E-Hybrid,2012,0,2013
1914,PEV,Porsche,Panamera S E-Hybrid,2013,51,2013
1915,PEV,Porsche,Panamera S E-Hybrid,2014,879,2013
1916,PEV,Porsche,Panamera S E-Hybrid,2015,407,2013
1917,PEV,Porsche,Panamera S E-Hybrid,2016,393,2013
1918,PEV,Porsche,Panamera S E-Hybrid,2017,18,2013
1919,PEV,Smart,ED,1999,0,2011
1920,PEV,Smart,ED,2000,0,2011
1921,PEV,Smart,ED,2001,0,2011
1922,PEV,Smart,ED,2002,0,2011
1923,PEV,Smart,ED,2003,0,2011
1924,PEV,Smart,ED,2004,0,2011
1925,PEV,Smart,ED,2005,0,2011
1926,PEV,Smart,ED,2006,0,2011
1927,PEV,Smart,ED,2007,0,2011
1928,PEV,Smart,ED,2008,0,2011
1929,PEV,Smart,ED,2009,0,2011
1930,PEV,Smart,ED,2010,0,2011
1931,PEV,Smart,ED,2011,310,2011
1932,PEV,Smart,ED,2012,2,2011
1933,PEV,Smart,ED,2013,0,2011
1934,PEV,Smart,ED,2014,0,2011
1935,PEV,Smart,ED,2015,0,2011
1936,PEV,Smart,ED,2016,0,2011
1937,PEV,Smart,ED,2017,0,2011
1938,PEV,Smart,for Two EV,1999,0,2012
1939,PEV,Smart,for Two EV,2000,0,2012
1940,PEV,Smart,for Two EV,2001,0,2012
1941,PEV,Smart,for Two EV,2002,0,2012
1942,PEV,Smart,for Two EV,2003,0,2012
1943,PEV,Smart,for Two EV,2004,0,2012
1944,PEV,Smart,for Two EV,2005,0,2012
1945,PEV,Smart,for Two EV,2006,0,2012
1946,PEV,Smart,for Two EV,2007,0,2012
1947,PEV,Smart,for Two EV,2008,0,2012
1948,PEV,Smart,for Two EV,2009,0,2012
1949,PEV,Smart,for Two EV,2010,0,2012
1950,PEV,Smart,for Two EV,2011,0,2012
1951,PEV,Smart,for Two EV,2012,137,2012
1952,PEV,Smart,for Two EV,2013,923,2012
1953,PEV,Smart,for Two EV,2014,2594,2012
1954,PEV,Smart,for Two EV,2015,1387,2012
1955,PEV,Smart,for Two EV,2016,657,2012
1956,PEV,Smart,for Two EV,2017,543,2012
1957,PEV,Tesla,Model 3,1999,0,2017
1958,PEV,Tesla,Model 3,2000,0,2017
1959,PEV,Tesla,Model 3,2001,0,2017
1960,PEV,Tesla,Model 3,2002,0,2017
1961,PEV,Tesla,Model 3,2003,0,2017
1962,PEV,Tesla,Model 3,2004,0,2017
1963,PEV,Tesla,Model 3,2005,0,2017
1964,PEV,Tesla,Model 3,2006,0,2017
1965,PEV,Tesla,Model 3,2007,0,2017
1966,PEV,Tesla,Model 3,2008,0,2017
1967,PEV,Tesla,Model 3,2009,0,2017
1968,PEV,Tesla,Model 3,2010,0,2017
1969,PEV,Tesla,Model 3,2011,0,2017
1970,PEV,Tesla,Model 3,2012,0,2017
1971,PEV,Tesla,Model 3,2013,0,2017
1972,PEV,Tesla,Model 3,2014,0,2017
1973,PEV,Tesla,Model 3,2015,0,2017
1974,PEV,Tesla,Model 3,2016,0,2017
1975,PEV,Tesla,Model 3,2017,1770,2017
1976,PEV,Tesla,Model S,1999,0,2012
1977,PEV,Tesla,Model S,2000,0,2012
1978,PEV,Tesla,Model S,2001,0,2012
1979,PEV,Tesla,Model S,2002,0,2012
1980,PEV,Tesla,Model S,2003,0,2012
1981,PEV,Tesla,Model S,2004,0,2012
1982,PEV,Tesla,Model S,2005,0,2012
1983,PEV,Tesla,Model S,2006,0,2012
1984,PEV,Tesla,Model S,2007,0,2012
1985,PEV,Tesla,Model S,2008,0,2012
1986,PEV,Tesla,Model S,2009,0,2012
1987,PEV,Tesla,Model S,2010,0,2012
1988,PEV,Tesla,Model S,2011,0,2012
1989,PEV,Tesla,Model S,2012,2171,2012
1990,PEV,Tesla,Model S,2013,19000,2012
1991,PEV,Tesla,Model S,2014,16750,2012
1992,PEV,Tesla,Model S,2015,26200,2012
1993,PEV,Tesla,Model S,2016,30200,2012
1994,PEV,Tesla,Model S,2017,26500,2012
1995,PEV,Tesla,Model X,1999,0,2015
1996,PEV,Tesla,Model X,2000,0,2015
1997,PEV,Tesla,Model X,2001,0,2015
1998,PEV,Tesla,Model X,2002,0,2015
1999,PEV,Tesla,Model X,2003,0,2015
2000,PEV,Tesla,Model X,2004,0,2015
2001,PEV,Tesla,Model X,2005,0,2015
2002,PEV,Tesla,Model X,2006,0,2015
2003,PEV,Tesla,Model X,2007,0,2015
2004,PEV,Tesla,Model X,2008,0,2015
2005,PEV,Tesla,Model X,2009,0,2015
2006,PEV,Tesla,Model X,2010,0,2015
2007,PEV,Tesla,Model X,2011,0,2015
2008,PEV,Tesla,Model X,2012,0,2015
2009,PEV,Tesla,Model X,2013,0,2015
2010,PEV,Tesla,Model X,2014,0,2015
2011,PEV,Tesla,Model X,2015,208,2015
2012,PEV,Tesla,Model X,2016,19600,2015
2013,PEV,Tesla,Model X,2017,21700,2015
2014,PEV,Toyota,Prius Prime,1999,0,2012
2015,PEV,Toyota,Prius Prime,2000,0,2012
2016,PEV,Toyota,Prius Prime,2001,0,2012
2017,PEV,Toyota,Prius Prime,2002,0,2012
2018,PEV,Toyota,Prius Prime,2003,0,2012
2019,PEV,Toyota,Prius Prime,2004,0,2012
2020,PEV,Toyota,Prius Prime,2005,0,2012
2021,PEV,Toyota,Prius Prime,2006,0,2012
2022,PEV,Toyota,Prius Prime,2007,0,2012
2023,PEV,Toyota,Prius Prime,2008,0,2012
2024,PEV,Toyota,Prius Prime,2009,0,2012
2025,PEV,Toyota,Prius Prime,2010,0,2012
2026,PEV,Toyota,Prius Prime,2011,0,2012
2027,PEV,Toyota,Prius Prime,2012,12749,2012
2028,PEV,Toyota,Prius Prime,2013,12088,2012
2029,PEV,Toyota,Prius Prime,2014,13264,2012
2030,PEV,Toyota,Prius Prime,2015,4191,2012
2031,PEV,Toyota,Prius Prime,2016,2474,2012
2032,PEV,Toyota,Prius Prime,2017,20936,2012
2033,PEV,Toyota,RAV4 EV,1999,0,2012
2034,PEV,Toyota,RAV4 EV,2000,0,2012
2035,PEV,Toyota,RAV4 EV,2001,0,2012
2036,PEV,Toyota,RAV4 EV,2002,0,2012
2037,PEV,Toyota,RAV4 EV,2003,0,2012
2038,PEV,Toyota,RAV4 EV,2004,0,2012
2039,PEV,Toyota,RAV4 EV,2005,0,2012
2040,PEV,Toyota,RAV4 EV,2006,0,2012
2041,PEV,Toyota,RAV4 EV,2007,0,2012
2042,PEV,Toyota,RAV4 EV,2008,0,2012
2043,PEV,Toyota,RAV4 EV,2009,0,2012
2044,PEV,Toyota,RAV4 EV,2010,0,2012
2045,PEV,Toyota,RAV4 EV,2011,0,2012
2046,PEV,Toyota,RAV4 EV,2012,192,2012
2047,PEV,Toyota,RAV4 EV,2013,1005,2012
2048,PEV,Toyota,RAV4 EV,2014,1184,2012
2049,PEV,Toyota,RAV4 EV,2015,18,2012
2050,PEV,Toyota,RAV4 EV,2016,0,2012
2051,PEV,Toyota,RAV4 EV,2017,0,2012
2052,PEV,VW,e-Golf,1999,0,2014
2053,PEV,VW,e-Golf,2000,0,2014
2054,PEV,VW,e-Golf,2001,0,2014
2055,PEV,VW,e-Golf,2002,0,2014
2056,PEV,VW,e-Golf,2003,0,2014
2057,PEV,VW,e-Golf,2004,0,2014
2058,PEV,VW,e-Golf,2005,0,2014
2059,PEV,VW,e-Golf,2006,0,2014
2060,PEV,VW,e-Golf,2007,0,2014
2061,PEV,VW,e-Golf,2008,0,2014
2062,PEV,VW,e-Golf,2009,0,2014
2063,PEV,VW,e-Golf,2010,0,2014
2064,PEV,VW,e-Golf,2011,0,2014
2065,PEV,VW,e-Golf,2012,0,2014
2066,PEV,VW,e-Golf,2013,0,2014
2067,PEV,VW,e-Golf,2014,357,2014
2068,PEV,VW,e-Golf,2015,4232,2014
2069,PEV,VW,e-Golf,2016,3937,2014
2070,PEV,VW,e-Golf,2017,3534,2014
2071,PEV,Volvo,S90 Plug In,1999,0,2017
2072,PEV,Volvo,S90 Plug In,2000,0,2017
2073,PEV,Volvo,S90 Plug In,2001,0,2017
2074,PEV,Volvo,S90 Plug In,2002,0,2017
2075,PEV,Volvo,S90 Plug In,2003,0,2017
2076,PEV,Volvo,S90 Plug In,2004,0,2017
2077,PEV,Volvo,S90 Plug In,2005,0,2017
2078,PEV,Volvo,S90 Plug In,2006,0,2017
2079,PEV,Volvo,S90 Plug In,2007,0,2017
2080,PEV,Volvo,S90 Plug In,2008,0,2017
2081,PEV,Volvo,S90 Plug In,2009,0,2017
2082,PEV,Volvo,S90 Plug In,2010,0,2017
2083,PEV,Volvo,S90 Plug In,2011,0,2017
2084,PEV,Volvo,S90 Plug In,2012,0,2017
2085,PEV,Volvo,S90 Plug In,2013,0,2017
2086,PEV,Volvo,S90 Plug In,2014,0,2017
2087,PEV,Volvo,S90 Plug In,2015,0,2017
2088,PEV,Volvo,S90 Plug In,2016,0,2017
2089,PEV,Volvo,S90 Plug In,2017,112,2017
2090,PEV,Volvo,XC60,1999,0,2017
2091,PEV,Volvo,XC60,2000,0,2017
2092,PEV,Volvo,XC60,2001,0,2017
2093,PEV,Volvo,XC60,2002,0,2017
2094,PEV,Volvo,XC60,2003,0,2017
2095,PEV,Volvo,XC60,2004,0,2017
2096,PEV,Volvo,XC60,2005,0,2017
2097,PEV,Volvo,XC60,2006,0,2017
2098,PEV,Volvo,XC60,2007,0,2017
2099,PEV,Volvo,XC60,2008,0,2017
2100,PEV,Volvo,XC60,2009,0,2017
2101,PEV,Volvo,XC60,2010,0,2017
2102,PEV,Volvo,XC60,2011,0,2017
2103,PEV,Volvo,XC60,2012,0,2017
2104,PEV,Volvo,XC60,2013,0,2017
2105,PEV,Volvo,XC60,2014,0,2017
2106,PEV,Volvo,XC60,2015,0,2017
2107,PEV,Volvo,XC60,2016,0,2017
2108,PEV,Volvo,XC60,2017,518,2017
2109,PEV,Volvo,XC90,1999,0,2017
2110,PEV,Volvo,XC90,2000,0,2017
2111,PEV,Volvo,XC90,2001,0,2017
2112,PEV,Volvo,XC90,2002,0,2017
2113,PEV,Volvo,XC90,2003,0,2017
2114,PEV,Volvo,XC90,2004,0,2017
2115,PEV,Volvo,XC90,2005,0,2017
2116,PEV,Volvo,XC90,2006,0,2017
2117,PEV,Volvo,XC90,2007,0,2017
2118,PEV,Volvo,XC90,2008,0,2017
2119,PEV,Volvo,XC90,2009,0,2017
2120,PEV,Volvo,XC90,2010,0,2017
2121,PEV,Volvo,XC90,2011,0,2017
2122,PEV,Volvo,XC90,2012,0,2017
2123,PEV,Volvo,XC90,2013,0,2017
2124,PEV,Volvo,XC90,2014,0,2017
2125,PEV,Volvo,XC90,2015,86,2017
2126,PEV,Volvo,XC90,2016,2015,2017
2127,PEV,Volvo,XC90,2017,2196,2017
